what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310028506831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028512784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028546159
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310028546956
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310028547941
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310028553862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028554237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028555847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310028555909
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310028557081
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310028558362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028561784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028603722
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310028604456
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310028605331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028605472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028623050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028627831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028644800
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310028645941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028652362
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028671691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028672112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028693206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028695831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028696675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028786909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028813847
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.editor",1310028818894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028819144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028821722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028823191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310028887956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310029112394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310029116144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310029250737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310029774691
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310029778237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310029781441
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1310029787300
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310029838112
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310029857847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029951706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029951816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029951972
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029952144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029952331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029952487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029952659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310029952909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310029976628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310029997722
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030000019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310030007237
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030125644
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030126628
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030130394
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030133737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030138612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030138659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030138722
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030185237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310030188066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030191159
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030192003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030192816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030192878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030192956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030200909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310030205347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310030311534
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030314706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030355097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030494675
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030504581
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030507206
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310030538159
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310030556550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310030559956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310105610425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310105617206
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310105802003
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310105828206
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310105829581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310105891722
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106205691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106208300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106789425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106803909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106833862
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310106835441
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310106836862
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1310106849941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106868987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106965644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310106973878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107114175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107117456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107522659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107526972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107533503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107552597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310107554644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107600003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107613691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107681347
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107731128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310107756081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108146941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108167253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108417847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108438050
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108438066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108438206
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108446175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108501941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108503003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108504612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108811066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310108812284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310113724394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310113790862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310113806706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310113810472
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114120144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114127331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310114136784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310114137191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310114137628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114157503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114251284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114252472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114818972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114824394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310114852769
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1310114852972
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310114927612
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310115052300
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115066487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310115108081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310115108503
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115123347
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115178003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115197706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115208378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115251894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115290378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310115313050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115332409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115332425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115332534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115378581
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115427253
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115428284
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115429222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115432769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115469784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310115472597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115500081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115503191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115504800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115527441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310115532331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115540128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115544972
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310115548706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115555519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115661300
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115671269
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115712128
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115850050
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310115855081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115887894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310115934128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116014722
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116014737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116014847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116023237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116043956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116046269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310116049894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116056144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116065112
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310116076081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116080503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116103441
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116104175
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116109487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116109816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116111784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116113331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116145534
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310116151269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116195566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116195769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116211066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116250003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310116254206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116275394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116275597
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116302800
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116310972
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116314003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116331566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116350050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310116361441
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310116518081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116520972
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116534519
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116535597
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116536347
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116545628
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1310116641503
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1310116642316
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1310116643066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116643300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116645519
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.DebugLast",1310116645566
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116768816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116770456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116770503
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116770675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116797206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116806519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116808159
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116809691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310116813675
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310116815019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310116819894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116870628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116873019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116915894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310116932628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310117109753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310117109925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310117110066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310117110191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310117110331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310117128222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310117136003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310117307441
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310117309362
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310117315347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310117371894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310117378737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310117424784
