what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310363658911
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310363666911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363698582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363698629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363698723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363739864
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310363743426
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1310363759926
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1310363760207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363768098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363774442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310363775536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310363788301
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310363824707
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310363854004
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310363897379
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310363900754
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310363962286
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310363969332
