what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127136347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127137503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127550769
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310127580878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127583144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127583159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127583253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127835691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127927862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127972800
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127986816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310127989347
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310128024612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128047425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128099534
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310128107847
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310128113784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128119409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128146050
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310128147206
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310128148206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128150300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128183362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128186675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128192081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128201378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128204612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128226581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128237347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128239659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128257800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128272847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128275784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128327925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128348691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128351691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310128414003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310128414206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310128414347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310128414503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310128415347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128437675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128467503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128508347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128512612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128547175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128555128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128557956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128592659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128592722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128592831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128610956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128615706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128738769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128738909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128739144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128739378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128739597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128739831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128740066
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128740269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128740472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128740706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741394
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128741847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128742206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1310128749941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128757816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1310128759566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128760878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128761706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1310128762706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1310128766581
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1310128766862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1310128767050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310128797628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128812378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128928456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128968987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128971644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128972784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128973706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310128975566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129209628
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129214956
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129218144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310129222175
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310129233472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310129233644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310129233784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310129233941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310129234362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310129234534
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129239675
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129242612
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129269191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310129329800
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129332066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129356472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129365253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1310129365378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129368691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129484987
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129510237
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1310129522456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129522878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129526487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129601909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129602128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129662269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129686706
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129689347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129714269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129733691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129777831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129791706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129817237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129837737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310129843425
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129871128
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129875816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129879409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129879628
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129885894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129888456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129908034
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310129912784
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129921566
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310129924566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1310129932675
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1310129937409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129943081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310129972441
